Date,Open,High,Low,Close,Volume,Name
2016-10-14,154.47,155.53,154.09,154.45,4358197,IBM
2016-10-17,154.45,155.89,154.34,154.77,5890421,IBM
2016-10-18,150.02,151.0,147.79,150.72,12770570,IBM
2016-10-19,151.27,152.45,150.83,151.26,4632854,IBM
2016-10-20,151.28,152.9,151.02,151.52,4023103,IBM
2016-10-21,150.58,151.15,149.56,149.63,4414206,IBM
2016-10-24,150.4,151.52,150.4,150.57,2666740,IBM
2016-10-25,150.69,151.16,149.83,150.88,2647487,IBM
2016-10-26,150.71,152.94,150.26,151.81,2811728,IBM
2016-10-27,152.82,154.06,152.02,153.35,4229336,IBM
2016-10-28,154.05,154.44,152.18,152.61,3654496,IBM
2016-10-31,152.76,154.33,152.76,153.69,3553172,IBM
2016-11-01,153.5,153.91,151.74,152.79,3191924,IBM
2016-11-02,152.48,153.34,151.67,151.95,3074438,IBM
2016-11-03,152.51,153.74,151.8,152.37,2878803,IBM
2016-11-04,152.4,153.64,151.87,152.43,2470368,IBM
2016-11-07,153.99,156.11,153.84,155.72,3804943,IBM
2016-11-08,154.56,155.93,153.06,155.17,3921944,IBM
2016-11-09,152.96,155.56,151.0,154.81,5403688,IBM
2016-11-10,157.66,161.16,157.59,160.22,7715807,IBM
2016-11-11,159.97,161.34,159.33,161.27,4446630,IBM
2016-11-14,161.25,161.86,157.58,158.21,5196498,IBM
2016-11-15,158.42,159.15,157.55,158.67,3476996,IBM
2016-11-16,158.46,159.55,158.03,159.29,2252806,IBM
2016-11-17,159.22,159.93,158.85,159.8,2258716,IBM
2016-11-18,159.8,160.72,159.21,160.39,2981633,IBM
2016-11-21,160.69,163.0,160.37,162.77,4637097,IBM
2016-11-22,163.0,163.0,161.95,162.67,2770789,IBM
2016-11-23,161.94,162.38,161.36,161.98,2256165,IBM
2016-11-25,161.83,163.19,161.83,163.14,1605344,IBM
2016-11-28,163.2,164.66,162.7,164.52,4449355,IBM
2016-11-29,164.0,164.41,163.03,163.53,3148196,IBM
2016-11-30,163.35,163.8,162.21,162.22,4397817,IBM
2016-12-01,161.95,162.2,158.3,159.82,4635665,IBM
2016-12-02,159.0,160.29,158.41,160.02,2740867,IBM
2016-12-05,160.85,161.15,159.59,159.84,3447052,IBM
2016-12-06,160.13,160.79,158.93,160.35,2858962,IBM
2016-12-07,160.6,165.18,160.39,164.79,4435050,IBM
2016-12-08,164.87,166.0,164.22,165.36,3266436,IBM
2016-12-09,165.18,166.72,164.6,166.52,3146930,IBM
2016-12-12,166.72,166.79,165.07,165.5,3392331,IBM
2016-12-13,165.68,169.95,165.68,168.29,5932271,IBM
2016-12-14,168.37,169.89,167.45,168.51,4124161,IBM
2016-12-15,168.01,169.85,167.78,168.02,3388570,IBM
2016-12-16,168.97,169.11,166.06,166.73,7120572,IBM
2016-12-19,166.83,167.26,166.0,166.68,2955906,IBM
2016-12-20,167.49,168.25,166.45,167.6,2174569,IBM
2016-12-21,166.25,167.94,165.25,167.33,3575721,IBM
2016-12-22,167.36,168.23,166.58,167.06,2802631,IBM
2016-12-23,167.0,167.49,166.45,166.71,1701228,IBM
2016-12-27,166.98,167.98,166.85,167.14,1397455,IBM
2016-12-28,167.29,167.74,166.0,166.19,1757500,IBM
2016-12-29,166.02,166.99,166.0,166.6,1663542,IBM
2016-12-30,166.44,166.7,165.5,165.99,2952825,IBM
2017-01-03,167.0,167.87,166.01,167.19,2934299,IBM
2017-01-04,167.77,169.87,167.36,169.26,3381432,IBM
2017-01-05,169.25,169.39,167.26,168.7,2682301,IBM
2017-01-06,168.69,169.92,167.52,169.53,2945536,IBM
2017-01-09,169.47,169.8,167.62,167.65,3189891,IBM
2017-01-10,167.98,168.09,165.34,165.52,4118694,IBM
2017-01-11,166.05,167.76,165.6,167.75,3599464,IBM
2017-01-12,167.77,168.01,165.56,167.95,2927973,IBM
2017-01-13,167.97,168.48,166.88,167.34,2875433,IBM
2017-01-17,166.69,168.18,166.12,167.89,3315655,IBM
2017-01-18,167.45,168.59,166.69,166.8,4007779,IBM
2017-01-19,166.96,167.45,165.8,166.81,6963386,IBM
2017-01-20,167.81,170.64,166.0,170.55,12690029,IBM
2017-01-23,170.08,171.25,170.01,171.03,5478224,IBM
2017-01-24,171.36,176.0,171.16,175.9,6952369,IBM
2017-01-25,176.26,179.25,176.13,178.29,5922462,IBM
2017-01-26,178.06,178.88,177.51,178.66,3063924,IBM
2017-01-27,178.47,179.2,177.3,177.3,3482311,IBM
2017-01-30,176.98,177.07,174.58,175.8,4094755,IBM
2017-01-31,175.05,175.58,173.61,174.52,4138962,IBM
2017-02-01,175.0,175.7,172.89,174.29,2795745,IBM
2017-02-02,174.23,174.97,173.55,174.58,2620526,IBM
2017-02-03,175.0,176.34,174.89,175.82,3309288,IBM
2017-02-06,175.31,175.98,174.38,175.86,2650785,IBM
2017-02-07,176.0,178.62,175.9,178.46,3873455,IBM
2017-02-08,177.5,177.5,175.88,176.17,2913126,IBM
2017-02-09,176.17,177.8,175.91,177.21,3090710,IBM
2017-02-10,177.37,178.87,176.76,178.68,2930710,IBM
2017-02-13,179.24,179.9,178.84,179.36,3093372,IBM
2017-02-14,178.57,180.13,178.35,180.13,2776528,IBM
2017-02-15,180.2,181.92,179.81,181.68,2914292,IBM
2017-02-16,181.45,182.79,180.87,181.43,3251547,IBM
2017-02-17,181.25,181.57,180.0,180.67,3552495,IBM
2017-02-21,180.6,180.79,179.12,180.26,4480299,IBM
2017-02-22,180.09,181.34,180.09,181.15,3020540,IBM
2017-02-23,182.0,182.5,180.92,181.65,2282526,IBM
2017-02-24,180.21,181.49,179.89,181.35,3300093,IBM
2017-02-27,181.19,181.25,179.28,179.4,3691327,IBM
2017-02-28,179.38,180.63,179.35,179.82,3273420,IBM
2017-03-01,180.48,182.55,180.03,181.95,3005564,IBM
2017-03-02,181.88,181.88,180.43,180.53,2918183,IBM
2017-03-03,180.04,181.32,179.76,180.05,1825048,IBM
2017-03-06,179.72,180.99,179.57,180.47,3204434,IBM
2017-03-07,180.71,181.29,180.2,180.38,2980516,IBM
2017-03-08,180.75,180.95,179.3,179.45,3557396,IBM
2017-03-09,179.15,179.25,175.88,177.18,5444076,IBM
2017-03-10,178.21,179.49,177.42,177.83,3100326,IBM
2017-03-13,177.85,178.06,176.42,176.46,3482189,IBM
2017-03-14,176.18,176.82,175.21,175.72,3147497,IBM
2017-03-15,175.71,176.28,174.75,175.81,3815537,IBM
2017-03-16,178.46,179.0,176.82,177.24,4311848,IBM
2017-03-17,176.29,176.79,175.65,175.65,5920967,IBM
2017-03-20,175.65,176.18,175.14,175.7,2476125,IBM
2017-03-21,176.01,176.23,173.84,173.88,3927741,IBM
2017-03-22,174.04,175.06,172.8,174.78,3450512,IBM
2017-03-23,174.43,175.67,173.56,174.82,3739976,IBM
2017-03-24,175.12,175.5,173.39,173.83,3221675,IBM
2017-03-27,172.69,174.16,172.09,173.77,3259049,IBM
2017-03-28,173.94,175.0,173.0,174.51,3523870,IBM
2017-03-29,174.3,174.49,173.46,173.94,3085606,IBM
2017-03-30,173.86,174.59,173.69,173.86,3168254,IBM
2017-03-31,173.98,174.95,173.69,174.14,2913684,IBM
2017-04-03,173.82,174.87,173.38,174.5,4286498,IBM
2017-04-04,173.52,174.96,173.26,174.52,3108885,IBM
2017-04-05,174.7,176.33,172.81,172.88,6238894,IBM
2017-04-06,173.47,173.47,172.25,172.45,3435403,IBM
2017-04-07,172.08,172.93,171.28,172.14,3588302,IBM
2017-04-10,172.53,172.56,171.0,171.2,3789936,IBM
2017-04-11,170.65,171.23,168.98,170.58,4891911,IBM
2017-04-12,171.04,171.2,170.02,170.66,3276931,IBM
2017-04-13,169.92,171.36,169.53,169.53,3205462,IBM
2017-04-17,169.75,171.3,169.62,171.1,3720218,IBM
2017-04-18,170.79,171.69,169.83,170.05,6345465,IBM
2017-04-19,161.76,162.64,159.6,161.69,19284284,IBM
2017-04-20,161.32,162.4,160.5,162.3,6487379,IBM
2017-04-21,162.05,162.11,160.38,160.38,5607756,IBM
2017-04-24,161.29,161.57,160.42,160.75,5320608,IBM
2017-04-25,161.78,162.04,160.38,160.39,4860407,IBM
2017-04-26,160.53,161.1,159.89,160.06,4328001,IBM
2017-04-27,160.29,160.48,159.63,160.32,4122943,IBM
2017-04-28,160.5,160.59,159.7,160.29,4154147,IBM
2017-05-01,160.05,160.42,158.7,158.84,4935312,IBM
2017-05-02,159.44,159.49,158.64,159.1,3208239,IBM
2017-05-03,158.74,159.45,158.52,158.63,3993396,IBM
2017-05-04,158.89,159.14,158.36,159.05,4280613,IBM
2017-05-05,153.52,155.78,153.0,155.05,12521335,IBM
2017-05-08,152.8,153.47,152.2,153.03,7491966,IBM
2017-05-09,152.6,153.1,151.56,152.11,6853043,IBM
2017-05-10,151.65,152.37,151.13,151.25,4999861,IBM
2017-05-11,151.05,151.15,149.79,150.65,5627964,IBM
2017-05-12,150.3,151.26,150.0,150.37,3715702,IBM
2017-05-15,150.62,151.83,150.45,151.51,4245471,IBM
2017-05-16,151.66,153.99,151.66,153.68,5513690,IBM
2017-05-17,153.3,154.14,150.89,150.93,5191494,IBM
2017-05-18,150.86,151.33,150.11,150.78,3274371,IBM
2017-05-19,151.01,152.46,150.89,151.98,5643264,IBM
2017-05-22,152.1,152.84,151.6,152.64,3302539,IBM
2017-05-23,152.57,153.68,151.92,152.03,2564503,IBM
2017-05-24,152.21,152.76,151.23,152.51,3732399,IBM
2017-05-25,153.25,153.73,152.95,153.2,2582815,IBM
2017-05-26,152.85,153.0,152.06,152.49,2443507,IBM
2017-05-30,151.95,152.67,151.59,151.73,3666032,IBM
2017-05-31,152.03,152.8,151.65,152.63,3543404,IBM
2017-06-01,152.8,152.87,151.63,152.67,2918126,IBM
2017-06-02,153.07,153.2,151.8,152.05,3585701,IBM
2017-06-05,151.82,152.93,151.68,152.41,3975268,IBM
2017-06-06,152.0,152.89,152.0,152.37,3797173,IBM
2017-06-07,153.05,154.2,150.8,150.98,4865712,IBM
2017-06-08,151.0,152.82,150.92,152.1,3708962,IBM
2017-06-09,152.0,154.26,151.88,154.1,4361460,IBM
2017-06-12,154.19,157.2,154.02,155.18,6471479,IBM
2017-06-13,155.44,155.48,154.15,154.25,3523529,IBM
2017-06-14,153.97,154.94,152.94,153.81,3049726,IBM
2017-06-15,153.29,154.69,153.29,154.22,4654297,IBM
2017-06-16,154.23,155.42,152.97,155.38,6741963,IBM
2017-06-19,155.51,155.86,154.54,154.84,4629592,IBM
2017-06-20,154.48,155.39,154.25,154.95,4481843,IBM
2017-06-21,155.79,155.79,153.39,153.79,3959668,IBM
2017-06-22,154.55,154.99,153.69,154.4,2376819,IBM
2017-06-23,154.34,154.68,153.8,154.11,3282205,IBM
2017-06-26,154.71,155.75,154.63,155.23,2153494,IBM
2017-06-27,155.0,155.34,154.5,154.75,2386491,IBM
2017-06-28,155.15,155.55,154.78,155.32,2220954,IBM
2017-06-29,155.35,155.74,153.62,154.13,3262159,IBM
2017-06-30,154.28,154.5,153.14,153.83,3571536,IBM
2017-07-03,153.58,156.02,153.52,155.58,2822651,IBM
2017-07-05,155.77,155.89,153.63,153.67,3564354,IBM
2017-07-06,153.36,153.83,152.23,152.36,2757522,IBM
2017-07-07,152.62,153.49,152.14,152.94,2460060,IBM
2017-07-10,152.91,153.89,152.63,153.42,3206209,IBM
2017-07-11,153.26,153.65,152.05,153.19,3447509,IBM
2017-07-12,153.48,154.24,153.05,153.7,3097850,IBM
2017-07-13,153.7,154.19,153.19,153.63,2476112,IBM
2017-07-14,154.01,154.62,153.4,154.24,3256372,IBM
2017-07-17,153.59,153.88,152.24,153.01,4762592,IBM
2017-07-18,152.36,154.29,152.0,154.0,7566818,IBM
2017-07-19,150.02,150.25,146.71,147.53,14293610,IBM
2017-07-20,147.53,148.83,147.03,147.66,7212233,IBM
2017-07-21,147.59,147.87,146.51,147.08,6509459,IBM
2017-07-24,147.0,147.04,145.8,145.99,3877593,IBM
2017-07-25,146.57,147.49,146.03,146.19,4208895,IBM
2017-07-26,146.27,146.46,144.47,145.36,3932361,IBM
2017-07-27,145.0,145.4,143.64,145.07,6430841,IBM
2017-07-28,144.81,145.04,143.84,144.29,3054834,IBM
2017-07-31,,144.93,,144.67,4355718,IBM
2017-08-01,145.0,145.67,144.72,145.3,3219477,IBM
2017-08-02,145.12,145.29,144.22,144.45,3540949,IBM
2017-08-03,144.43,145.34,144.43,144.94,3035393,IBM
2017-08-04,145.0,145.39,144.4,145.16,2549400,IBM
2017-08-07,145.0,145.09,142.75,143.47,4618284,IBM
2017-08-08,142.0,142.76,142.0,142.11,3298718,IBM
2017-08-09,141.75,142.03,141.19,141.77,2925770,IBM
2017-08-10,141.64,142.42,141.23,141.84,4525378,IBM
2017-08-11,142.45,142.59,141.52,141.84,3004360,IBM
2017-08-14,142.0,142.76,141.94,142.32,2248607,IBM
2017-08-15,142.55,143.34,140.58,142.07,4681545,IBM
2017-08-16,141.79,142.91,141.61,142.5,3287821,IBM
2017-08-17,142.52,142.89,140.7,140.7,4422087,IBM
2017-08-18,140.87,141.15,139.58,139.7,4152714,IBM
2017-08-21,139.59,140.42,139.13,140.33,3190691,IBM
2017-08-22,140.64,141.15,140.38,141.01,2544446,IBM
2017-08-23,140.7,143.05,140.68,142.14,4048317,IBM
2017-08-24,142.5,143.68,142.25,142.94,3592183,IBM
2017-08-25,143.3,144.19,143.25,143.74,2872893,IBM
2017-08-28,144.11,144.56,142.39,142.51,5134463,IBM
2017-08-29,142.1,143.42,141.9,143.14,3009520,IBM
2017-08-30,143.26,143.28,142.41,142.56,2735966,IBM
2017-08-31,143.02,143.66,142.63,143.03,3656428,IBM
2017-09-01,142.98,144.5,142.98,144.08,3351733,IBM
2017-09-05,143.5,144.36,142.7,143.04,3098735,IBM
2017-09-06,143.88,144.47,143.5,143.82,3273344,IBM
2017-09-07,144.1,144.64,142.41,142.9,4188158,IBM
2017-09-08,143.15,143.15,141.64,142.45,3366169,IBM
2017-09-11,143.54,145.13,143.01,144.86,4613381,IBM
2017-09-12,145.11,146.37,144.51,145.76,5238148,IBM
2017-09-13,145.35,146.29,145.34,145.99,4100980,IBM
2017-09-14,145.86,146.38,145.51,145.54,3756861,IBM
2017-09-15,144.82,145.17,144.08,144.82,7397233,IBM
2017-09-18,144.81,145.48,144.27,144.55,3019514,IBM
2017-09-19,144.79,144.98,144.22,144.39,3464383,IBM
2017-09-20,144.93,145.88,144.42,145.88,5447519,IBM
2017-09-21,145.65,145.89,145.1,145.26,2555596,IBM
2017-09-22,145.59,145.59,144.59,145.13,2792323,IBM
2017-09-25,145.12,146.03,144.91,145.87,5213144,IBM
2017-09-26,146.36,147.42,145.94,146.56,4488620,IBM
2017-09-27,146.68,146.9,145.03,145.66,3486610,IBM
2017-09-28,145.33,145.86,144.21,145.66,2774788,IBM
2017-09-29,145.45,145.69,144.92,145.08,2654731,IBM
2017-10-02,145.35,146.86,145.21,146.66,2973224,IBM
2017-10-03,146.69,147.2,146.34,146.78,2302724,IBM
2017-10-04,147.0,147.02,146.11,146.48,2244433,IBM
2017-10-05,146.68,147.54,146.48,146.72,2686539,IBM
2017-10-06,146.64,146.85,146.32,146.48,2623184,IBM
2017-10-09,146.5,147.79,146.35,147.39,2682556,IBM
2017-10-10,147.71,148.95,147.65,148.5,4032601,IBM
2017-10-11,148.4,148.47,148.01,148.04,254256,IBM
2017-10-12,147.56,147.89,146.77,147.03,3264344,IBM
2017-10-13,147.48,147.85,146.94,147.1,2506584,IBM
2017-10-16,147.22,147.67,146.51,146.83,3052091,IBM
2017-10-17,146.63,147.12,146.18,146.54,6372393,IBM
2017-10-18,157.12,161.23,156.95,159.53,30490192,IBM
2017-10-19,159.8,160.96,159.08,160.9,9914169,IBM
2017-10-20,161.07,162.48,159.77,162.07,7868803,IBM
2017-10-23,162.05,162.51,159.54,159.55,5779378,IBM
2017-10-24,159.65,159.7,155.17,155.88,8194690,IBM
2017-10-25,156.01,156.37,153.06,153.5,6921137,IBM
2017-10-26,154.31,155.12,153.54,153.6,4300543,IBM
2017-10-27,154.54,154.63,152.91,153.68,4895186,IBM
2017-10-30,153.76,154.59,152.71,154.36,4210402,IBM
2017-10-31,154.33,154.93,152.93,154.06,4328258,IBM
2017-11-01,154.1,154.9,153.83,154.03,3240246,IBM
2017-11-02,154.18,154.49,152.91,153.35,3397628,IBM
2017-11-03,153.42,153.47,151.49,151.58,4431825,IBM
2017-11-06,151.77,151.82,150.28,150.84,4498871,IBM
2017-11-07,151.37,151.51,150.5,151.35,3701052,IBM
2017-11-08,151.6,151.79,150.28,151.57,4634439,IBM
2017-11-09,149.93,151.8,149.86,150.3,4776532,IBM
2017-11-10,150.65,150.89,149.14,149.16,4307276,IBM
2017-11-13,148.88,149.0,147.92,148.4,5107546,IBM
2017-11-14,147.95,148.97,147.49,148.89,3757951,IBM
2017-11-15,148.0,148.7,146.21,147.1,4773328,IBM
2017-11-16,147.73,149.65,147.5,149.12,5446453,IBM
2017-11-17,149.34,150.15,148.83,148.97,4916500,IBM
2017-11-20,150.64,151.95,149.9,150.51,5676495,IBM
2017-11-21,151.3,152.45,151.2,151.95,3756184,IBM
2017-11-22,152.0,152.39,151.33,151.77,3213596,IBM
2017-11-24,151.95,152.2,151.33,151.84,1193025,IBM
2017-11-27,152.06,152.49,151.62,151.98,3374042,IBM
2017-11-28,152.35,152.93,151.7,152.47,3973670,IBM
2017-11-29,152.81,153.61,152.17,153.55,5098702,IBM
2017-11-30,153.65,154.41,153.08,153.97,6500769,IBM
2017-12-01,154.4,155.02,152.91,154.76,5567852,IBM
2017-12-04,155.96,156.8,155.07,156.46,4664316,IBM
2017-12-05,156.45,156.74,154.68,155.35,5068043,IBM
2017-12-06,154.1,156.22,154.09,154.1,3410728,IBM
2017-12-07,153.59,154.45,153.26,153.57,3771429,IBM
2017-12-08,154.81,155.03,153.55,154.81,3520281,IBM
2017-12-11,155.46,155.89,154.57,155.41,4102719,IBM
2017-12-12,156.74,157.85,155.16,156.74,6321801,IBM
2017-12-13,156.6,156.73,153.89,153.91,5661618,IBM
2017-12-14,154.6,155.11,153.7,154.0,4637440,IBM
2017-12-15,153.61,153.8,152.03,152.5,11279854,IBM
2017-12-18,153.59,154.18,153.21,153.33,5092838,IBM
2017-12-19,154.05,154.17,153.09,153.23,4116449,IBM
2017-12-20,153.65,153.89,152.78,152.95,3785667,IBM
2017-12-21,153.17,153.46,151.49,151.5,4153935,IBM
2017-12-22,151.82,153.0,151.5,152.5,2990583,IBM
2017-12-26,152.51,153.86,152.5,152.83,2479017,IBM
2017-12-27,152.95,153.18,152.61,153.13,2149257,IBM
2017-12-28,153.2,154.12,153.2,154.04,2687624,IBM
2017-12-29,154.17,154.72,153.42,153.42,3327087,IBM
